x y iters solved
0.001 0.001 -1 True
0.04122554684089479 0.001 -1 False
0.08145109368178959 0.001 -1 False
0.12167664052268437 0.001 -1 False
0.16190218736357917 0.001 -1 False
0.20212773420447397 0.001 -1 False
0.24235328104536874 0.001 -1 False
0.28257882788626354 0.001 -1 False
0.32280437472715834 0.001 -1 False
0.36302992156805314 0.001 -1 False
0.40325546840894794 0.001 -1 False
0.44348101524984274 0.001 -1 False
0.4837065620907375 0.001 -1 False
0.5239321089316323 0.001 -1 False
0.5641576557725271 0.001 -1 False
0.6043832026134219 0.001 -1 False
0.6446087494543167 0.001 -1 False
0.6848342962952114 0.001 -1 False
0.7250598431361063 0.001 -1 False
0.765285389977001 0.001 -1 False
0.8055109368178959 0.001 -1 False
0.8457364836587906 0.001 -1 False
0.8859620304996855 0.001 -1 False
0.9261875773405802 0.001 -1 False
0.966413124181475 0.001 -1 False
1.0066386710223696 0.001 -1 False
1.0468642178632646 0.001 -1 False
1.0870897647041593 0.001 -1 False
1.127315311545054 0.001 -1 False
1.1675408583859488 0.001 -1 False
1.2077664052268438 0.001 -1 False
1.2479919520677385 0.001 -1 False
1.2882174989086332 0.001 -1 False
1.328443045749528 0.001 -1 False
1.3686685925904227 0.001 -1 False
1.4088941394313177 0.001 -1 False
1.4491196862722124 0.001 -1 False
1.4893452331131072 0.001 -1 False
1.529570779954002 0.001 -1 False
1.5697963267948967 0.001 12 True
0.001 0.10200000000000001 -1 False
0.04122554684089479 0.10200000000000001 -1 False
0.08145109368178959 0.10200000000000001 -1 False
0.12167664052268437 0.10200000000000001 -1 False
0.16190218736357917 0.10200000000000001 -1 False
0.20212773420447397 0.10200000000000001 -1 False
0.24235328104536874 0.10200000000000001 -1 False
0.28257882788626354 0.10200000000000001 -1 False
0.32280437472715834 0.10200000000000001 -1 False
0.36302992156805314 0.10200000000000001 -1 False
0.40325546840894794 0.10200000000000001 -1 False
0.44348101524984274 0.10200000000000001 -1 False
0.4837065620907375 0.10200000000000001 -1 False
0.5239321089316323 0.10200000000000001 -1 False
0.5641576557725271 0.10200000000000001 -1 False
0.6043832026134219 0.10200000000000001 -1 False
0.6446087494543167 0.10200000000000001 -1 False
0.6848342962952114 0.10200000000000001 -1 False
0.7250598431361063 0.10200000000000001 -1 False
0.765285389977001 0.10200000000000001 -1 False
0.8055109368178959 0.10200000000000001 -1 False
0.8457364836587906 0.10200000000000001 -1 False
0.8859620304996855 0.10200000000000001 -1 False
0.9261875773405802 0.10200000000000001 -1 False
0.966413124181475 0.10200000000000001 -1 False
1.0066386710223696 0.10200000000000001 -1 False
